period,seriesId,seriesDescription,stateId,stateDescription,value,unit
1995,RERCB,Renewable energy sources consumed by the residential sector,SC,South Carolina,9041,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,RI,Rhode Island,3326,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,AK,Alaska,1864,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,7478,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,OH,Ohio,17227,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,MA,Massachusetts,19744,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,PA,Pennsylvania,24152,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,UT,Utah,3098,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,NC,North Carolina,18014,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,IN,Indiana,9347,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,MO,Missouri,11937,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,NM,New Mexico,3692,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,KS,Kansas,5624,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,CA,California,76661,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,TN,Tennessee,14835,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,IL,Illinois,17651,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,MD,Maryland,11898,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,CT,Connecticut,10610,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,MI,Michigan,15764,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,NJ,New Jersey,15093,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,LA,Louisiana,7980,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,NY,New York,52852,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,ND,North Dakota,1546,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,KY,Kentucky,11143,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,MT,Montana,1764,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,HI,Hawaii,1164,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,WA,Washington,17459,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,AZ,Arizona,12060,Billion Btu
1995,RERCB,Renewable energy sources consumed by the residential sector,OR,Oregon,10511,Billion Btu
1995,RETCB,Renewable energy total consumption,MS,Mississippi,94383,Billion Btu
1995,RETCB,Renewable energy total consumption,MO,Missouri,25012,Billion Btu
1995,RETCB,Renewable energy total consumption,MN,Minnesota,77675,Billion Btu
1995,RETCB,Renewable energy total consumption,NJ,New Jersey,44140,Billion Btu
1995,RETCB,Renewable energy total consumption,NH,New Hampshire,30028,Billion Btu
1995,RETCB,Renewable energy total consumption,GA,Georgia,220171,Billion Btu
1995,REPRB,Renewable energy production,OK,Oklahoma,34109,Billion Btu
1995,REPRB,Renewable energy production,OH,Ohio,70616,Billion Btu
1995,REPRB,Renewable energy production,ID,Idaho,64081,Billion Btu
1995,RETCB,Renewable energy total consumption,FL,Florida,218817,Billion Btu
1995,REPRB,Renewable energy production,RI,Rhode Island,5015,Billion Btu
1995,REPRB,Renewable energy production,IA,Iowa,106200,Billion Btu
1995,REPRB,Renewable energy production,DC,District of Columbia,1850,Billion Btu
1995,REPRB,Renewable energy production,PA,Pennsylvania,99282,Billion Btu
1995,REPRB,Renewable energy production,CT,Connecticut,43633,Billion Btu
1995,REPRB,Renewable energy production,SD,South Dakota,24738,Billion Btu
1995,RETCB,Renewable energy total consumption,NY,New York,214169,Billion Btu
1995,REPRB,Renewable energy production,NV,Nevada,16204,Billion Btu
1995,RETCB,Renewable energy total consumption,NV,Nevada,17257,Billion Btu
1995,RETCB,Renewable energy total consumption,OR,Oregon,185887,Billion Btu
1995,RETCB,Renewable energy total consumption,NM,New Mexico,7966,Billion Btu
1995,RETCB,Renewable energy total consumption,IL,Illinois,97004,Billion Btu
1995,RETCB,Renewable energy total consumption,ID,Idaho,63648,Billion Btu
1995,RETCB,Renewable energy total consumption,WV,West Virginia,11336,Billion Btu
1995,REPRB,Renewable energy production,DE,Delaware,2475,Billion Btu
1995,REPRB,Renewable energy production,FL,Florida,218618,Billion Btu
1995,RETCB,Renewable energy total consumption,CT,Connecticut,43715,Billion Btu
1995,RETCB,Renewable energy total consumption,WY,Wyoming,5464,Billion Btu
1995,REPRB,Renewable energy production,HI,Hawaii,22171,Billion Btu
1995,RETCB,Renewable energy total consumption,TN,Tennessee,96931,Billion Btu
1995,RETCB,Renewable energy total consumption,SD,South Dakota,25427,Billion Btu
1995,RETCB,Renewable energy total consumption,RI,Rhode Island,5015,Billion Btu
1995,REPRB,Renewable energy production,OR,Oregon,185887,Billion Btu
1995,REPRB,Renewable energy production,GA,Georgia,220160,Billion Btu
1995,RETCB,Renewable energy total consumption,SC,South Carolina,100846,Billion Btu
1995,RETCB,Renewable energy total consumption,DE,Delaware,2475,Billion Btu
1995,RETCB,Renewable energy total consumption,IA,Iowa,77467,Billion Btu
1995,REPRB,Renewable energy production,MI,Michigan,94695,Billion Btu
1995,REPRB,Renewable energy production,NY,New York,211900,Billion Btu
1995,RETCB,Renewable energy total consumption,HI,Hawaii,22171,Billion Btu
1995,RETCB,Renewable energy total consumption,DC,District of Columbia,1850,Billion Btu
1995,REPRB,Renewable energy production,MO,Missouri,23014,Billion Btu
1995,REPRB,Renewable energy production,MN,Minnesota,68125,Billion Btu
1995,RETCB,Renewable energy total consumption,VA,Virginia,119343,Billion Btu
1995,REPRB,Renewable energy production,AL,Alabama,254541,Billion Btu
1995,RETCB,Renewable energy total consumption,AK,Alaska,13675,Billion Btu
1995,REPRB,Renewable energy production,WY,Wyoming,5193,Billion Btu
1995,REPRB,Renewable energy production,WA,Washington,372764,Billion Btu
1995,REPRB,Renewable energy production,VT,Vermont,12455,Billion Btu
1995,REPRB,Renewable energy production,NC,North Carolina,130618,Billion Btu
1995,RETCB,Renewable energy total consumption,WI,Wisconsin,97801,Billion Btu
1995,REPRB,Renewable energy production,WV,West Virginia,11223,Billion Btu
1995,REPRB,Renewable energy production,WI,Wisconsin,95145,Billion Btu
1995,RETCB,Renewable energy total consumption,KY,Kentucky,28033,Billion Btu
1995,REPRB,Renewable energy production,IN,Indiana,49279,Billion Btu
1995,REPRB,Renewable energy production,MA,Massachusetts,66549,Billion Btu
1995,RETCB,Renewable energy total consumption,KS,Kansas,12871,Billion Btu
1995,RETCB,Renewable energy total consumption,IN,Indiana,51468,Billion Btu
1995,REPRB,Renewable energy production,KS,Kansas,15012,Billion Btu
1995,REPRB,Renewable energy production,LA,Louisiana,145028,Billion Btu
1995,REPRB,Renewable energy production,UT,Utah,7891,Billion Btu
1995,REPRB,Renewable energy production,US,United States,4294584,Billion Btu
1995,REPRB,Renewable energy production,IL,Illinois,119951,Billion Btu
1995,RETCB,Renewable energy total consumption,OK,Oklahoma,34109,Billion Btu
1995,RETCB,Renewable energy total consumption,LA,Louisiana,145672,Billion Btu
1995,REPRB,Renewable energy production,SC,South Carolina,100846,Billion Btu
1995,RETCB,Renewable energy total consumption,OH,Ohio,86216,Billion Btu
1995,REPRB,Renewable energy production,VA,Virginia,119615,Billion Btu
1995,REPRB,Renewable energy production,TX,Texas,106132,Billion Btu
1995,REPRB,Renewable energy production,TN,Tennessee,98704,Billion Btu
1995,RETCB,Renewable energy total consumption,PA,Pennsylvania,105281,Billion Btu
1995,REPRB,Renewable energy production,MD,Maryland,41861,Billion Btu
1995,REPRB,Renewable energy production,AK,Alaska,13038,Billion Btu
1995,RETCB,Renewable energy total consumption,UT,Utah,7891,Billion Btu
1995,RETCB,Renewable energy total consumption,MI,Michigan,98922,Billion Btu
1995,RETCB,Renewable energy total consumption,ME,Maine,137743,Billion Btu
1995,RETCB,Renewable energy total consumption,US,United States,4296642,Billion Btu
1995,REPRB,Renewable energy production,AR,Arkansas,95272,Billion Btu
1995,RETCB,Renewable energy total consumption,MD,Maryland,42126,Billion Btu
1995,RETCB,Renewable energy total consumption,MA,Massachusetts,66549,Billion Btu
1995,REPRB,Renewable energy production,ME,Maine,137743,Billion Btu
1995,REPRB,Renewable energy production,KY,Kentucky,27584,Billion Btu
1995,RETCB,Renewable energy total consumption,TX,Texas,110346,Billion Btu
1995,REPRB,Renewable energy production,MT,Montana,53403,Billion Btu
1995,RETCB,Renewable energy total consumption,WA,Washington,374986,Billion Btu
1995,REPRB,Renewable energy production,MS,Mississippi,94192,Billion Btu
1995,RETCB,Renewable energy total consumption,VT,Vermont,12455,Billion Btu
1995,RETCB,Renewable energy total consumption,AL,Alabama,256556,Billion Btu
1995,RETCB,Renewable energy total consumption,CO,Colorado,21823,Billion Btu
1995,REPRB,Renewable energy production,NJ,New Jersey,43128,Billion Btu
1995,REPRB,Renewable energy production,NH,New Hampshire,30028,Billion Btu
1995,REPRB,Renewable energy production,NE,Nebraska,37083,Billion Btu
1995,RETCB,Renewable energy total consumption,AR,Arkansas,95304,Billion Btu
1995,REPRB,Renewable energy production,NM,New Mexico,7251,Billion Btu
1995,RETCB,Renewable energy total consumption,CA,California,419049,Billion Btu
1995,RETCB,Renewable energy total consumption,AZ,Arizona,49010,Billion Btu
1995,REPRB,Renewable energy production,AZ,Arizona,46738,Billion Btu
1995,RETCB,Renewable energy total consumption,NE,Nebraska,23542,Billion Btu
1995,RETCB,Renewable energy total consumption,ND,North Dakota,12956,Billion Btu
1995,RETCB,Renewable energy total consumption,MT,Montana,53342,Billion Btu
1995,REPRB,Renewable energy production,ND,North Dakota,14029,Billion Btu
1995,REPRB,Renewable energy production,CO,Colorado,18805,Billion Btu
1995,REPRB,Renewable energy production,CA,California,410708,Billion Btu
1994,RETCB,Renewable energy total consumption,NC,North Carolina,138184,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,OR,Oregon,10455,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,VA,Virginia,15833,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,SC,South Carolina,9035,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,NY,New York,52797,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,AK,Alaska,1864,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,MS,Mississippi,7222,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,KY,Kentucky,11124,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,GA,Georgia,16771,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,TN,Tennessee,14833,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,IL,Illinois,17610,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,VT,Vermont,2181,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,DC,District of Columbia,1627,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,PA,Pennsylvania,24127,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,UT,Utah,3099,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,KS,Kansas,5622,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,IN,Indiana,9307,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,NH,New Hampshire,4056,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,7467,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,FL,Florida,40418,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,NE,Nebraska,3588,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,WV,West Virginia,4676,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,CA,California,76603,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,CT,Connecticut,10592,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,AL,Alabama,12204,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,MA,Massachusetts,19740,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,ID,Idaho,2176,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,ND,North Dakota,1540,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,IA,Iowa,6138,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,DE,Delaware,1901,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,LA,Louisiana,7967,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,NC,North Carolina,18007,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,HI,Hawaii,1116,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,MI,Michigan,15707,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,OH,Ohio,17196,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,MD,Maryland,11893,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,WI,Wisconsin,8299,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,MN,Minnesota,10471,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,MT,Montana,1764,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,ME,Maine,4805,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,AR,Arkansas,5963,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,MO,Missouri,11936,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,AZ,Arizona,12052,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,TX,Texas,14448,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,NJ,New Jersey,15071,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,OK,Oklahoma,6428,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,SD,South Dakota,1609,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,WY,Wyoming,966,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,WA,Washington,17460,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,NV,Nevada,3086,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,RI,Rhode Island,3327,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,US,United States,587873,Billion Btu
1994,RERCB,Renewable energy sources consumed by the residential sector,NM,New Mexico,3697,Billion Btu
1994,RETCB,Renewable energy total consumption,MS,Mississippi,95203,Billion Btu
1994,RETCB,Renewable energy total consumption,MO,Missouri,25653,Billion Btu
1994,RETCB,Renewable energy total consumption,MN,Minnesota,73382,Billion Btu
1994,RETCB,Renewable energy total consumption,NJ,New Jersey,41646,Billion Btu
1994,RETCB,Renewable energy total consumption,NH,New Hampshire,30267,Billion Btu
1994,RETCB,Renewable energy total consumption,GA,Georgia,211034,Billion Btu
1994,REPRB,Renewable energy production,OK,Oklahoma,32764,Billion Btu
1994,REPRB,Renewable energy production,OH,Ohio,78623,Billion Btu
1994,REPRB,Renewable energy production,ID,Idaho,52046,Billion Btu
1994,RETCB,Renewable energy total consumption,FL,Florida,214035,Billion Btu
1994,REPRB,Renewable energy production,RI,Rhode Island,5001,Billion Btu
1994,REPRB,Renewable energy production,IA,Iowa,106620,Billion Btu
1994,REPRB,Renewable energy production,DC,District of Columbia,1848,Billion Btu
1994,REPRB,Renewable energy production,PA,Pennsylvania,93125,Billion Btu
1994,REPRB,Renewable energy production,CT,Connecticut,37120,Billion Btu
1994,REPRB,Renewable energy production,SD,South Dakota,21677,Billion Btu
1994,RETCB,Renewable energy total consumption,NY,New York,218065,Billion Btu
1994,REPRB,Renewable energy production,NV,Nevada,15814,Billion Btu
1994,RETCB,Renewable energy total consumption,NV,Nevada,15814,Billion Btu
1994,RETCB,Renewable energy total consumption,OR,Oregon,152449,Billion Btu
1994,RETCB,Renewable energy total consumption,NM,New Mexico,6686,Billion Btu
1994,RETCB,Renewable energy total consumption,IL,Illinois,100045,Billion Btu
1994,RETCB,Renewable energy total consumption,ID,Idaho,51607,Billion Btu
1994,RETCB,Renewable energy total consumption,WV,West Virginia,10956,Billion Btu
1994,REPRB,Renewable energy production,DE,Delaware,2421,Billion Btu
1994,REPRB,Renewable energy production,FL,Florida,213667,Billion Btu
1994,RETCB,Renewable energy total consumption,CT,Connecticut,37501,Billion Btu
1994,RETCB,Renewable energy total consumption,WY,Wyoming,6161,Billion Btu
1994,REPRB,Renewable energy production,HI,Hawaii,23020,Billion Btu
1994,RETCB,Renewable energy total consumption,TN,Tennessee,103022,Billion Btu
1994,RETCB,Renewable energy total consumption,SD,South Dakota,22483,Billion Btu
1994,RETCB,Renewable energy total consumption,RI,Rhode Island,5001,Billion Btu
1994,REPRB,Renewable energy production,OR,Oregon,152449,Billion Btu
1994,REPRB,Renewable energy production,GA,Georgia,210923,Billion Btu
1994,RETCB,Renewable energy total consumption,SC,South Carolina,93678,Billion Btu
1994,RETCB,Renewable energy total consumption,DE,Delaware,2421,Billion Btu
1994,RETCB,Renewable energy total consumption,IA,Iowa,78020,Billion Btu
1994,REPRB,Renewable energy production,MI,Michigan,90995,Billion Btu
1994,REPRB,Renewable energy production,NY,New York,217354,Billion Btu
1994,RETCB,Renewable energy total consumption,HI,Hawaii,23020,Billion Btu
1994,RETCB,Renewable energy total consumption,DC,District of Columbia,1848,Billion Btu
1994,REPRB,Renewable energy production,MO,Missouri,22666,Billion Btu
1994,REPRB,Renewable energy production,MN,Minnesota,63970,Billion Btu
1994,RETCB,Renewable energy total consumption,VA,Virginia,115358,Billion Btu
1994,REPRB,Renewable energy production,AL,Alabama,253626,Billion Btu
1994,RETCB,Renewable energy total consumption,AK,Alaska,14301,Billion Btu
1994,REPRB,Renewable energy production,WY,Wyoming,5741,Billion Btu
1994,REPRB,Renewable energy production,WA,Washington,321261,Billion Btu
1994,REPRB,Renewable energy production,VT,Vermont,11897,Billion Btu
1994,REPRB,Renewable energy production,NC,North Carolina,137151,Billion Btu
1994,RETCB,Renewable energy total consumption,WI,Wisconsin,92731,Billion Btu
1994,REPRB,Renewable energy production,WV,West Virginia,10789,Billion Btu
1994,REPRB,Renewable energy production,WI,Wisconsin,91371,Billion Btu
1994,RETCB,Renewable energy total consumption,KY,Kentucky,29855,Billion Btu
1994,REPRB,Renewable energy production,MA,Massachusetts,66997,Billion Btu
1994,RETCB,Renewable energy total consumption,KS,Kansas,13015,Billion Btu
1994,RETCB,Renewable energy total consumption,IN,Indiana,48955,Billion Btu
1994,REPRB,Renewable energy production,KS,Kansas,15211,Billion Btu
1994,REPRB,Renewable energy production,LA,Louisiana,140535,Billion Btu
1994,REPRB,Renewable energy production,UT,Utah,7282,Billion Btu
1994,REPRB,Renewable energy production,US,United States,4056472,Billion Btu
1994,REPRB,Renewable energy production,IN,Indiana,48606,Billion Btu
1994,REPRB,Renewable energy production,IL,Illinois,121650,Billion Btu
1994,RETCB,Renewable energy total consumption,OK,Oklahoma,32764,Billion Btu
1994,RETCB,Renewable energy total consumption,LA,Louisiana,141614,Billion Btu
1994,REPRB,Renewable energy production,SC,South Carolina,93678,Billion Btu
1994,RETCB,Renewable energy total consumption,OH,Ohio,92928,Billion Btu
1994,REPRB,Renewable energy production,VA,Virginia,114721,Billion Btu
1994,REPRB,Renewable energy production,TX,Texas,103526,Billion Btu
1994,REPRB,Renewable energy production,TN,Tennessee,103171,Billion Btu
1994,RETCB,Renewable energy total consumption,PA,Pennsylvania,95054,Billion Btu
1994,REPRB,Renewable energy production,MD,Maryland,39116,Billion Btu
1994,REPRB,Renewable energy production,AK,Alaska,14299,Billion Btu
1994,RETCB,Renewable energy total consumption,UT,Utah,7282,Billion Btu
1994,RETCB,Renewable energy total consumption,MI,Michigan,97443,Billion Btu
1994,RETCB,Renewable energy total consumption,ME,Maine,132498,Billion Btu
1994,RETCB,Renewable energy total consumption,US,United States,4056473,Billion Btu
1994,REPRB,Renewable energy production,AR,Arkansas,95675,Billion Btu
1994,RETCB,Renewable energy total consumption,MD,Maryland,39116,Billion Btu
1994,RETCB,Renewable energy total consumption,MA,Massachusetts,66997,Billion Btu
1994,REPRB,Renewable energy production,ME,Maine,132498,Billion Btu
1994,REPRB,Renewable energy production,KY,Kentucky,28961,Billion Btu
1994,RETCB,Renewable energy total consumption,TX,Texas,104814,Billion Btu
1994,REPRB,Renewable energy production,MT,Montana,38247,Billion Btu
1994,RETCB,Renewable energy total consumption,WA,Washington,328652,Billion Btu
1994,REPRB,Renewable energy production,MS,Mississippi,94862,Billion Btu
1994,RETCB,Renewable energy total consumption,VT,Vermont,11897,Billion Btu
1994,RETCB,Renewable energy total consumption,AL,Alabama,255095,Billion Btu
1994,RETCB,Renewable energy total consumption,CO,Colorado,18625,Billion Btu
1994,REPRB,Renewable energy production,NJ,New Jersey,41317,Billion Btu
1994,REPRB,Renewable energy production,NH,New Hampshire,30267,Billion Btu
1994,REPRB,Renewable energy production,NE,Nebraska,20292,Billion Btu
1994,RETCB,Renewable energy total consumption,AR,Arkansas,95703,Billion Btu
1994,REPRB,Renewable energy production,NM,New Mexico,7131,Billion Btu
1994,RETCB,Renewable energy total consumption,CA,California,355772,Billion Btu
1994,RETCB,Renewable energy total consumption,AZ,Arizona,43382,Billion Btu
1994,REPRB,Renewable energy production,AZ,Arizona,42659,Billion Btu
1994,RETCB,Renewable energy total consumption,NE,Nebraska,15661,Billion Btu
1994,RETCB,Renewable energy total consumption,ND,North Dakota,10675,Billion Btu
1994,RETCB,Renewable energy total consumption,MT,Montana,38106,Billion Btu
1994,REPRB,Renewable energy production,ND,North Dakota,11764,Billion Btu
1994,REPRB,Renewable energy production,CO,Colorado,16681,Billion Btu
1994,REPRB,Renewable energy production,CA,California,353389,Billion Btu
1993,RETCB,Renewable energy total consumption,NC,North Carolina,123182,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,KS,Kansas,5921,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,PA,Pennsylvania,25378,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,FL,Florida,40191,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,ID,Idaho,2287,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,NC,North Carolina,18966,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,NV,Nevada,3222,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,OH,Ohio,18125,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,MI,Michigan,16525,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,NE,Nebraska,3775,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,AK,Alaska,1963,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,GA,Georgia,17653,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,AR,Arkansas,6231,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,TN,Tennessee,15625,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,SD,South Dakota,1696,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,MS,Mississippi,7603,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,ME,Maine,5044,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,CT,Connecticut,11096,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,KY,Kentucky,11727,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,CA,California,79413,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,LA,Louisiana,8392,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,WV,West Virginia,4925,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,WY,Wyoming,1018,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,NY,New York,55544,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,OK,Oklahoma,6768,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,WI,Wisconsin,8733,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,MA,Massachusetts,20771,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,NH,New Hampshire,4270,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,ND,North Dakota,1625,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,AZ,Arizona,12451,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,SC,South Carolina,9520,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,MT,Montana,1856,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,MD,Maryland,12527,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,AL,Alabama,12844,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,RI,Rhode Island,3503,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,VA,Virginia,16673,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,7841,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,NM,New Mexico,3857,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,US,United States,614590,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,IN,Indiana,9817,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,OR,Oregon,10942,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,HI,Hawaii,1062,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,DE,Delaware,2003,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,MN,Minnesota,11018,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,MO,Missouri,12569,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,DC,District of Columbia,1714,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,WA,Washington,18377,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,VT,Vermont,2291,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,NJ,New Jersey,15806,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,IL,Illinois,18542,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,IA,Iowa,6468,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,TX,Texas,15175,Billion Btu
1993,RERCB,Renewable energy sources consumed by the residential sector,UT,Utah,3247,Billion Btu
1993,RETCB,Renewable energy total consumption,MS,Mississippi,92918,Billion Btu
1993,RETCB,Renewable energy total consumption,MO,Missouri,30680,Billion Btu
1993,RETCB,Renewable energy total consumption,MN,Minnesota,70211,Billion Btu
1993,RETCB,Renewable energy total consumption,NJ,New Jersey,36935,Billion Btu
1993,RETCB,Renewable energy total consumption,NH,New Hampshire,32719,Billion Btu
1993,RETCB,Renewable energy total consumption,HI,Hawaii,26238,Billion Btu
1993,RETCB,Renewable energy total consumption,GA,Georgia,209652,Billion Btu
1993,REPRB,Renewable energy production,OK,Oklahoma,37904,Billion Btu
1993,REPRB,Renewable energy production,OH,Ohio,52459,Billion Btu
1993,REPRB,Renewable energy production,ID,Idaho,59217,Billion Btu
1993,RETCB,Renewable energy total consumption,FL,Florida,216027,Billion Btu
1993,REPRB,Renewable energy production,RI,Rhode Island,5116,Billion Btu
1993,REPRB,Renewable energy production,IA,Iowa,101127,Billion Btu
1993,REPRB,Renewable energy production,DC,District of Columbia,1945,Billion Btu
1993,REPRB,Renewable energy production,PA,Pennsylvania,88372,Billion Btu
1993,REPRB,Renewable energy production,CT,Connecticut,36250,Billion Btu
